equipment_type,category,loss_type,link_type,date,manually_changed,link
T-54-3M,Tanks,destroyed,postimg,NO_DATE_FOUND,False,https://i.postimg.cc/zBC4NPVv/1032-unkn-t55-destr-18-02-24.jpg
T-54-3M,Tanks,damaged and abandoned,postimg,NO_DATE_FOUND,False,https://i.postimg.cc/s29RHpfN/1036-T-54-3-M-dam-aband-21-02-24.jpg
T-54B,Tanks,destroyed,postimg,NO_DATE_FOUND,False,https://i.postimg.cc/02ZtkYNd/1020-T-54-B-destr-05-03-24.jpg
T-54B,Tanks,destroyed,postimg,NO_DATE_FOUND,False,https://i.postimg.cc/Z5SDNYNS/1103-T-54-B-destr-17-08-24.jpg
T-55A,Tanks,destroyed,postimg,NO_DATE_FOUND,False,https://i.postimg.cc/rsGYFggv/1009-T-55-A-destr-09-05-24.jpg
T-55A,Tanks,destroyed,postimg,NO_DATE_FOUND,False,https://i.postimg.cc/Hkqzt6TN/1011-T-55-A-destr-21-08-25.jpg
T-55A,Tanks,damaged,postimg,05-08-2023,False,https://i.postimg.cc/jdFBJdQb/1027-t55-dam-05-08-23.jpg
T-55A Obr. 1981,Tanks,destroyed,postimg,NO_DATE_FOUND,False,https://i.postimg.cc/d0yGQ3Qk/1018-T-55-A-Obr-1981-destr-15-09-24.jpg
Unknown T-54/55,Tanks,destroyed,postimg,NO_DATE_FOUND,False,https://i.postimg.cc/3RPYPYV5/1006-unkn-t55-destr-28-03-24.jpg
Unknown T-54/55,Tanks,destroyed,postimg,NO_DATE_FOUND,False,https://i.postimg.cc/ZYFMJhb0/1045-T-54-or-55-destr-27-06-24.jpg
Unknown T-54/55,Tanks,destroyed,postimg,,False,https://i.postimg.cc/sD6gn73J/1120-T-54-or-55-destr-28-02-25.jpg
Unknown T-54/55,Tanks,destroyed,postimg,,False,https://i.postimg.cc/6QwLcbny/1011-T-54-or-55-destr-02-08-25.jpg
Unknown T-54/55,Tanks,damaged and abandoned,postimg,,False,https://i.postimg.cc/pTqMF7mQ/1081-unkn-t54-55-dam-aband-17-02-24.jpg
Unknown T-54/55,Tanks,damaged and abandoned,postimg,,False,https://i.postimg.cc/KjbMBZLR/1106-unkn-t54-55-dam-aband-31-03-24.jpg
T-62 Obr. 1967,Tanks,destroyed,postimg,,False,https://i.postimg.cc/65Tqk5t6/1021-T-62-Obr-1967-destr-11-02-24.jpg
T-62 Obr. 1967,Tanks,destroyed,postimg,,False,https://i.postimg.cc/52vJB77X/1014-t62-obr1967.jpg
T-62 Obr. 1967,Tanks,destroyed,postimg,,False,https://i.postimg.cc/26dvvtZC/1020-T-62-Obr-1967-destr-29-09-24.jpg
T-62 Obr. 1967,Tanks,destroyed,postimg,,False,https://i.postimg.cc/xT6m6jRd/1023-T-62-M-destr-09-10-24.jpg
T-62 Obr. 1967,Tanks,captured,postimg,,False,https://i.postimg.cc/yxw0SFD6/1001-T-62-Obr-1967-capt.jpg
T-62 Obr. 1972,Tanks,destroyed,postimg,,False,https://i.postimg.cc/zfqr10Kw/1044-t62-obr1967-destr-01-03-24.jpg
T-62 Obr. 1972,Tanks,abandoned,postimg,,False,https://i.postimg.cc/4N95JpPv/1035-T-62-Obr-1972-aband-10-12-23.jpg
T-62 Obr. 1975,Tanks,destroyed,postimg,,False,https://i.postimg.cc/8PCPzN7x/1065-T-62-Obr-1975-destr-30-10-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/X72RXDmM/1024-t62m-destr-11-01-23.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/fy6S2qj0/1010-2x-t62m-destr.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/2yRMkB97/55h.png
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/gkKRT9Sn/1014-t62m-destr-16-11-22.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/cLQ5SJcX/1005-t62m-destr-08-01-23.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Dy4Mx64V/1038-t62m-destr-07-01-23.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/N0DghMNG/1005-t62m-destr-27-01-23.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/NFFTSxhD/1025-t62m-destr-20-03-23.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/KvkckFr1/1011-T-62-M-destr-26-05-23.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/3Js826nn/1012-T-62-M-destr-26-05-23.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Gmr6pZ4Y/1001-t62m-destr-01-06-23.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Dw3GQ3mg/1026-T-62-M-destr-09-11-22.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/QC5sJ3t7/1074-T-62-M-destr-01-04-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/PxJhBdpT/46.png
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Dy4T0m9T/1045-T-62-M-destr-02-10-23.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Hsm7xWy2/1011-t62m-destr-29-11-23.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/qMV8j4c4/1039-t62m-destr-09-01-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Jng1mWHk/1021-T-62-M-destr-29-01-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/mgGgtRX3/1022-T-62-M-destr-29-01-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/jSQdf9mp/1023-T-62-M-destr-29-01-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Jz37Mw8R/1037-t62m-destr-12-02-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/q7Znqz75/1026-1x-destr-2x-dam-aband-T62-M-06-02-23.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/QCz881h8/1020-T-62-M-destr-11-02-23.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/kgtWhdNy/1054-t62m-destr-18-04-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/bwjW4qxb/1111-T-62-M-destr-22-04-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/3RSGbCC9/1004-T-62-M-destr-21-04-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/sxbh3jLh/1023-T-62-M-destr-30-11-22.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/j2S2L1rj/1064-unkn-t62-destr-14-05-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/25gfXBQ5/1051-T-62-M-destr-02-06-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/PJjndsFs/1052-T-62-M-destr-02-06-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/6Q3S3HG4/1077-T-62-M-destr-08-06-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/LXFkb3Jk/1062-T-62-M-destr-12-06-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/d1nw7hWn/1002-T-62-M-destr-15-06-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/sx8NkBbd/1101-t62m-destr-01-07-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/C1PgyV8J/1100-t62m-destr-11-07-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/kgwGMGkv/1016-T-62-M-destr-07-07-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/c4QwLvFh/1057-T-62-M-destr-29-02-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Bbf3mFRh/1002-T-62-M-destr-13-07-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/hv7j6SPq/1027-T-62-M-destr-19-07-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/76hb13Fh/1019-t62m-destr-17-07-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/4xZ1v2Kz/1100-t62m-destr-23-07-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/NFkZb9xD/1010-T-62-M-destr-23-07-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/BZFSHmfZ/1009-T-62-M-destr-23-07-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/KvyZNtmP/1015-T-62-M-destr-23-07-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Vs76jzB7/1059-T-62-M-destr-05-01-25.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/sxx8GncF/1051-T-62-M-destr-26-07-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/8C8mLjDW/1025-T-62-M-destr-06-08-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/bYnvM782/1023-T-62-M-destr-21-08-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/brRZDFKF/1108-unkn-t62-destr-13-06-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/CL6ss7Td/1049-T-62-M-destr-22-09-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/8Ps3sxVB/1004-T-62-M-destr-25-09-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/RFWRQ0pN/1045-T-62-M-destr-05-10-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/3xfqX4LZ/1075-T-62-M-destr-06-10-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/BQgkvwHk/1082-T-62-M-destr-13-09-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/XqKhdshZ/1182-T-62-M-destr-16-10-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Y2QT5S9p/1194-T-62-M-destr-11-11-23.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/cCG2vpDy/1244-T-62-M-destr-18-10-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Pr5WqkTc/1101-T-62-M-destr-15-01-25.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/rFtgXJN9/1060-T-62-M-destr-27-10-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/YCXN8dc9/1016-T-62-M-destr-22-11-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/RqryZrZR/1025-T-62-M-destr-27-11-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/gkC5d82X/1007-T-62-M-destr-30-11-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/R0Q7Npgr/1007-T-62-M-destr-31-08-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/TY6gdKDr/1104-T-62-M-destr-26-12-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/ncb9fxcj/1015-T-62-M-destr-31-12-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/RZZ7qvQV/1038-T-62-M-destr-31-12-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/ZKcPTWNM/1045-T-62-M-destr-22-01-25.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/XvKXRrq9/1103-T-62-M-destr-25-09-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/k472XVQ6/1022-T-62-M-destr-07-02-25.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Znb1K3PP/1033-T-62-M-destr-27-01-25.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/bwYZbfD9/1107-T-62-M-destr-19-02-25.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/j2MttjkG/1053-T-62-M-destr-21-03-25.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/kGm0xYbJ/1111-T-62-M-destr-03-04-25.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/SNBsvgJ3/1032-T-62-M-destr-15-01-25.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/gJDWVDws/1004-T-62-M-destr-25-03-25.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/4yyWP88B/1074-T-62-M-destr-30-10-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/9QDWqt4W/1003-T-62-M-destr-07-06-25.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/sDhB4TDc/1021-T-62-M-destr-02-07-25.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/fb23qgxC/1012-T-62-M-destr-09-07-25.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/3RycmjQ1/1002-T-62-M-destr-01-07-25.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/gkYQBFhN/1009-T-62-M-destr-18-07-25.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/FKrKd0QZ/1010-T-62-M-destr-21-06-25.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/W4sQD6tn/1104-T-62-M-destr-31-08-24.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/657tZ5pc/1001-T-62-M-destr-08-09-25.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/9MFjQckG/1024-T-62-M-destr-10-09-25.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/dVpBPwHR/1035-T-62-M-destr-20-08-25.jpg
T-62M,Tanks,destroyed,postimg,,False,https://i.postimg.cc/DzpgZxTs/1015-T-62-M-destr-24-09-25.jpg
T-62M,Tanks,damaged,postimg,,False,https://i.postimg.cc/QC25V0xC/1004-3-destr-BMP-2-2-destr-Kam-AZ-6x6-4-damaged-T-62-M-09-03-23.jpg
T-62M,Tanks,damaged,postimg,,False,https://i.postimg.cc/DzKczbq7/1025-T-62-M-dam-09-11-22.jpg
T-62M,Tanks,damaged,postimg,,False,https://i.postimg.cc/C17RhWt3/1105-t62m-dam-18-03-24.jpg
T-62M,Tanks,damaged,postimg,,False,https://i.postimg.cc/Wpn8MjSF/1006-T-62-M-dam-06-04-24.jpg
T-62M,Tanks,damaged,postimg,,False,https://i.postimg.cc/85J24WHX/1021-T-62-M-dam-13-09-24.jpg
T-62M,Tanks,damaged and abandoned,postimg,,False,https://i.postimg.cc/Jzf348Lr/1021-t62m-dam-aband-21-12-23.jpg
T-62M,Tanks,damaged and abandoned,postimg,,False,https://i.postimg.cc/XvQVBwXh/1036-T-62-M-dam-aband-12-02-24.jpg
T-62M,Tanks,damaged and abandoned,postimg,,False,https://i.postimg.cc/Gm7wrvPR/1002-T-62-M-dam-aband-02-06-24.jpg
T-62M,Tanks,abandoned,postimg,,False,https://i.postimg.cc/XX64Gc8N/1054-T-80-BV-aband-06-02-24.jpg
T-62M,Tanks,abandoned,postimg,,False,https://i.postimg.cc/Y2FHQvCF/1105-T-62-M-aband-30-01-24.jpg
T-62M,Tanks,damaged and abandoned,postimg,,False,https://i.postimg.cc/Prcp2QRb/1411-T-62-M-dam-aband-10-01-25.jpg
T-62M,Tanks,damaged and abandoned,postimg,,False,https://i.postimg.cc/7PN62jcd/1067-T-62-M-dam-aband-04-03-25.jpg
T-62M,Tanks,captured,postimg,,False,https://i.postimg.cc/pdNwMqJq/4500-t62m-capt.jpg
T-62M,Tanks,captured,postimg,,False,https://i.postimg.cc/wMqmL10f/1007-t62m-capt.jpg
T-62M,Tanks,damaged and captured,postimg,,False,https://i.postimg.cc/bJ7wHhYW/4477.png
T-62M,Tanks,captured,postimg,,False,https://i.postimg.cc/YCYjXjLR/66988.png
T-62M,Tanks,captured,postimg,,False,https://i.postimg.cc/d3dtQwnV/33.png
T-62M,Tanks,captured,postimg,,False,https://i.postimg.cc/MHchSZQ2/1030-t62m-capt.jpg
T-62M,Tanks,captured,postimg,,False,https://i.postimg.cc/1X70dZDm/1039-t62m-capt.jpg
T-62M,Tanks,captured,postimg,,False,https://i.postimg.cc/pTZJDjTn/1040-t62m-capt.jpg
T-62M,Tanks,captured,postimg,,False,https://i.postimg.cc/sxXST942/1018-t62m-capt-25-11-22.jpg
T-62M,Tanks,captured,postimg,,False,https://i.postimg.cc/mkKvpRHm/1010-t62m-capt.jpg
T-62M,Tanks,captured,postimg,,False,https://i.postimg.cc/wMKK0gJ0/1053-t62m-capt.jpg
T-62M,Tanks,captured,postimg,,False,https://i.postimg.cc/4dB8SySp/1011-t62m-capt.jpg
T-62M,Tanks,captured,postimg,,False,https://i.postimg.cc/8zs9wPz4/1018-t62m-capt.jpg
T-62M,Tanks,captured,postimg,,False,https://i.postimg.cc/TPRdPNxj/1003-t62m-capt.jpg
T-62M,Tanks,captured,postimg,,False,https://i.postimg.cc/kXjchcHX/875.png
T-62M,Tanks,captured,postimg,,False,https://i.postimg.cc/T2SbrcFJ/1026-t62m-capt.jpg
T-62M,Tanks,damaged and captured,postimg,,False,https://i.postimg.cc/SNKbZnT3/1015_t62m_dam_capt.jpg
T-62M,Tanks,captured,postimg,,False,https://i.postimg.cc/wMqYYM6t/1011-t62m-capt.jpg
T-62M,Tanks,captured,postimg,,False,https://i.postimg.cc/3RSgKWBp/33211.png
T-62M,Tanks,captured,postimg,,False,https://i.postimg.cc/ydNdM2S1/1017-t62m-capt-06-10-22.jpg
T-62M,Tanks,captured,postimg,,False,https://i.postimg.cc/DZC3vtZM/1033-T-62-M-capt-17-06-24.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/fy03yn64/1001-t62m-2022-destr-15-03-23.png
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/fTLFbBc3/1000-t62m-obr2022-destr-01-11-23.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Dy8vHhRg/1042-T-62-M-Obr-2022-destr-25-12-23.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/mghnBMRZ/1016-T-62-M-Obr-2022-destr-05-03-24.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/gj79MZqn/1066-T-62-M-Obr2022-destr-09-03-24.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/0NhncjPj/1006-T62-M-Obr2022-destr-30-04-24.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/WpCmjKnQ/1047-T-62-M-Obr-2022-destr-27-05-24.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/9fDhpBqS/1054-T-62-M-Obr-2022-destr-02-06-24.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Kv3kh3LK/1029-T-62-M-Obr-2022-destr-29-04-24.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/N0YX9jdB/1001-T-62-M-Obr-2022-destr-28-06-24.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/sghb8hXz/1019-T-62-M-Obr-2022-destr-10-08-24.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/jqJvt7kH/1000-T-62-M-Obr-2022-destr-29-08-24.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/zDLdFFm0/1100-unkn-t62-destr-10-06-24.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/8z1R3zbR/1003-T-62-M-Obr-2022-destr-15-09-24.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Hx4t0CdC/1010-T-62-M-Obr-2022-destr-23-09-24.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/3J6qG98M/1008-T-62-M-Obr-2022-destr-01-09-24.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/dtvgwKkG/1141-T-62-M-Obr-2022-destr-05-10-24.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/tg7Lwt1f/1246-T-62-M-Obr-2022-destr-18-10-24.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/0j6ky0Rd/1101-T-62-M-Obr-2022-destr26-10-24.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/7Zb2dvsn/1022-T-62-M-Obr-2022-destr-28-10-24.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/NfhvdgmD/1016-T-62-M-Obr-2022-destr-14-11-24.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/J0CGM1XS/1004-T-62-M-Obr-2022-destr-18-11-24.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/gjbKBMM9/1103-T-62-M-Obr-2022-destr-25-11-24.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Gm3JkZ5V/1051-T-62-M-Obr-2022-destr-03-11-24.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/6qg1ftZX/1028-T-62-M-Obr-2022-destr-03-12-24.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/4d80nzNn/1035-T-62-M-Obr-2022-destr-03-12-24.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/W3dQc10Q/1003-T-62-M-Obr-2022-destr-28-12-24.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/pLRRBGyx/1007-T-62-M-Obr-2022-destr-30-11-24.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/LXN5sGzX/1102-T-62-M-Obr-2022-destr-27-09-24.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/gJRSSdtW/1025-T-62-M-Obr-2022-destr-14-01-25.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/5ysDH0ph/1020-T-62-M-Obr-2022-destr-20-01-25.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/655QLYx3/1002-T-62-M-Obr-2022-destr-10-03-25.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/cLv4PCHG/1003-T-62-M-Obr-2022-destr-01-12-23.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/x8fnwmgv/1011_T-62M_Obr._2022_destr_19_03_25.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Gh2zXM4m/1035-T-62-M-Obr-2022-destr-08-04-25.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/5tDtvbsL/1061-T-62-M-Obr-2022-destr-09-04-25.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/qMz7wW1p/1036-T-62-M-Obr-2022-destr-23-02-25.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/NfSjzbnm/1035-T-62-M-Obr-2022-destr-25-02-25.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/VktmmtfD/1006-T-62-M-Obr-2022-destr-10-11-24.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/9FzXd4Ph/1053-T-62-M-Obr-2022-destr-11-05-25.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/SRSQ8pD2/1064-T-62-M-Obr-2022-destr-26-05-25.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Zq34wbF2/1017-T-62-M-Obr-2022-destr-10-06-25.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/C5sYZfBY/1000-T-62-M-Obr-2022-destr-30-06-25.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/fyNDTvbB/1016-T-62-M-Obr-2022-destr-29-06-25.jpg
T-62M Obr. 2022,Tanks,destroyed,postimg,,False,https://i.postimg.cc/fy9fKSb7/1002-T-62-M-Obr-2022-destr-11-08-25.jpg
T-62M Obr. 2022,Tanks,damaged,postimg,,False,https://i.postimg.cc/pT68MBGL/1025-t62m-2022-dam-16-11-23.jpg
T-62M Obr. 2022,Tanks,damaged,postimg,,False,https://i.postimg.cc/RF01Vx2z/1018-T-62-M-Obr-2022-dam-28-05-24.jpg
T-62M Obr. 2022,Tanks,abandoned,postimg,,False,https://i.postimg.cc/Pr1rDf8q/1008-T-62-M-Obr-2022-aband-24-11-23.jpg
T-62M Obr. 2022,Tanks,abandoned,postimg,,False,https://i.postimg.cc/9XBBZf4p/1006-T-62-MV-Obr2022-aband-27-12-23.jpg
T-62M Obr. 2022,Tanks,damaged and abandoned,postimg,,False,https://i.postimg.cc/q7ZTxnKs/1102-T-62-M-Obr-2022-dam-aband-21-12-23.jpg
T-62M Obr. 2022,Tanks,captured,postimg,,False,https://i.postimg.cc/NjPzmt8f/1023-T-62-M-Obr-2022-capt-14-12-24.jpg
T-62MV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/jSpnvgMJ/1008-t62m-destr.jpg
T-62MV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/LsC6DB9t/1004-t62mv-destr.jpg
T-62MV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/MpCc949Z/T-62-MV-destroyed.png
T-62MV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/T11BJSZh/1036-t64mv-destr-30-06-23.jpg
T-62MV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/DfLXn480/1004-t62mv-destr-28-06-23.jpg
T-62MV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/YqjGfKC1/1059-t62mv-destr-11-12-23.jpg
T-62MV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/YqhB8Zgz/1029-T-62-MV-destr-05-07-23.jpg
T-62MV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/C1WVxjkc/1050-t62mv-destr-06-04-24.jpg
T-62MV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/4d9CKP6C/1004-T-62-MV-destr-25-04-24.jpg
T-62MV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/rFLTrBZf/1008-T-62-MV-destr-25-04-24.jpg
T-62MV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/tgCgvkmg/1100-t62mv-destr-09-06-24.jpg
T-62MV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/GmdfT45D/1048-T-62-MV-destr-05-07-24.jpg
T-62MV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/65LB1TQD/1016-T-62-MV-destr-23-07-24.jpg
T-62MV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/m2GrGm2p/1021-T-62-MV-destr-21-08-24.jpg
