equipment_type,category,loss_type,link_type,date,manually_changed,link
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/qq9gN2rj/2242.png
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/0yRW5rNS/4318.png
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/3N01YH59/7h.png
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/CxCrwthn/541.png
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/8C489v6h/1011-t80bv-destr-04-10-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/qvfd34rC/1029-t80bv-destr-28-09-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/YSCbKkqF/1001-T-80-BV-destr-05-10-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/gJjDVX4X/1032-T-80-BV-destr-02-10-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/wMJDdmkG/1009-t80bv-destr-16-04-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/brqS8Ff1/1009-T-80-BV-destr-27-08-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/4NW2hbhg/1034-T-80-BV-destr-27-06-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/J46HVq6B/1040-t80bv-destr-14-10-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/x1GSCCft/1019-t80bv-destr-10-10-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/NGDz9WnK/1009-t80bv-destr-26-10-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/htkyRgX5/1052-t80bv-destr-21-05-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/kGjHZq3V/1018-2x-t80bv-1x-destr-1x-dam-aband-31-10-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/tTpm4Y9Z/1022-t80bv-destr-31-10-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/QCfQSDwG/1013-t80bv-destr-02-11-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/wBk7DVnn/1037-T-80-BV-destr-08-10-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/BQdL3tx7/1039-T-80-BV-destr-01-11-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/BvJ2TbP4/1014-t80bv-destr-14-11-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/TPQgCxnm/1018-t80bv-destr-16-11-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/x8Nmfbhy/1049-t80bv-destr-14-11-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/vTFrkx6h/1010-t80bv-18-11-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/ydh7SB3J/1006-unkn-tank-destr-20-11-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/wT5gvWSy/1014-T-80-BV-destr-19-11-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/h4Tqyy4y/1026-t80bv-destr-25-11-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/kXCPkQBn/1028-t80bv-destr-26-11-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/6pGspK6W/1051-t80bv-destr-01-02-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/6QqdWbgT/1064-T-80-BV-destr-27-08-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/RhgtCvV0/1012-t80bv-dam-aband-28-11-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/2y7tcxV2/1005-t80bv-destr-25-11-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/cJGS2PWW/1002-t80bv-destr-25-01-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/5tXs4GRM/1027-T-80-BV-destr-13-12-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/2jQ2Sn23/1032-T-80-BV-destr-29-11-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/15yMn4jB/1037-t80bv-destr-12-12-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/XY6gXX1R/1006-t80bv-destr-10-12-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/1X4vQvqB/1011-t80bv-destr-22-11-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/DwTCXqzk/1023-t80bv-destr-21-12-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/rp9fFL6t/1025-t80bv-destr-09-01-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Xv0nrCqH/1000-t80bv-destr-25-12-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Wz4N2czs/1016-t80bv-destr-19-12-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/RCPCghph/1028-t80bv-destr-21-12-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/gkHXpNg8/1010-t80bv-destr-28-12-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/7ZPCZ0Rc/1011-t80bv-destr-28-12-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/WzRFNKR6/1013-t80bv-destr-26-12-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/T1GdHXMS/1049-t80bv-destr-31-08-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/mrt2CC5y/1041-t80bv-destr-30-11-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/XvN6tzBg/1045-t80-destr-30-10-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/KcsLgrg4/1003-T-80-BV-destr-15-11-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/GpZs4hZc/1046-t80bv-destr-25-12-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/xTx8dwcz/1015-t80bv-destr-01-01-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/SKwxT1Z8/1002.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/hPQ3jGdY/1100-t80bv-destr-04-05-22.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/X7G5KGwL/1018-T-80-BV-destr-05-11-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/L5WPZRr4/1003-T-80-BV-destr-06-08-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/y823p1WS/1100-t72b3-dam-aband-06-02-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/SxgyBZNN/1003-t80bv-destr-10-01-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/h46qwFWh/1018-T-80-BV-destr-26-01-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/gj61dJFj/1048-t80bv-destr-18-07-22.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/bw5grFGf/1001-t80bv-destr-02-02-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/rmX9C0Ch/1003-t80bv-destr-27-12-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/qRsxmJ1p/1004-t80bv-destr-27-12-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Hss92CXC/1008-T-80-BV-destr-27-12-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/4xF8WY2z/1022-t80bv-destr-03-02-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/L8TgSn9g/1020-T-80-BV-destr-04-02-24.jpg
T-80BV,Tanks,captured and later destroyed,postimg,,False,https://i.postimg.cc/DZndPYwd/2000-t80bv-destr-05-03-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/VLQvsZNj/1016-T-80-BV-destr-17-05-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/cJBKTD7q/1032-t80bv-destr-12-02-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/RhHqkrvS/1033-T-80-BV-destr-08-09-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/qqpSvX3L/1041-t80bv-destr-17-02-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/kGhCFqMM/1002-T-80-BV-destr-31-08-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/zX65yzP0/1016-t80bv-destr-18-02-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/xTDwx2Fz/1003-t80bv-destr-23-02-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/85rfWPsp/1016-unkn-T-72-destr-03-02-25.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/YC0vR28y/1023-T-80-BV-destr-26-02-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://postimg.cc/0rStvZ50
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/rp2pR1Wz/1008-T-80-BV-destr-27-02-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/prrVMqNc/1034-T-80-BV-destr-29-02-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/0Nv8y8Rw/1043-t80bv-destr-01-03-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/449KNqZG/1060-T-80-BV-destr29-02-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/D0v8BNqS/1070-t80bv-destr-17-02-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/sXjzgMc5/1101-t80bv-20-04-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/pXvmd3Vr/1029-t80bv-destr-29-02-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/SxTRDs6Y/1048-t80bv-destr-03-03-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://postimg.cc/063fRKL4
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/wv5f0Q52/1015-T-80-BV-destr-05-03-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Hsb9sZpS/1305-t80bv-destr-03-03-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/13kmmLFf/1007-T-80-BV-destr-30-11-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/wM9DF58p/1062-T-80-BV-destr-16-03-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/QthBrX6g/1083-T-80-BV-destr-25-06-22.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/CKjZtZ4L/1103-t80bv-destr-18-03-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Yqq1WxzN/1085-T-80-BV-destr-31-07-22.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/8P565zTt/1090-T-80-BV-destr-22-03-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/wjRRX4yN/1087-T-80-BV-destr-14-09-22.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/7hBJVpn3/1088-T-80-BV-destr-25-02-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/pTJF9991/1089-T-80-BV-destr-28-02-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/YCHX4rxH/1012-t80bv-destr-23-03-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/rphkWJtN/1101-t80bv-destr-01-04-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/bY0B0h20/1030-T-80-BV-destr-27-03-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/hPdhZ2c0/1048-T-80-BV-destr-04-04-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/DzFWX1VP/1066-T-80-BV-destr-02-04-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/kg9qSFZZ/1013-T-80-BV-destr-16-03-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/9QpVYwHf/1018-T-80-BV-destr-09-04-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/QxcjVn61/1054-T-80-BV-destr-12-04-24.jpg
T-80BV,Tanks,captured and stripped,postimg,,False,https://i.postimg.cc/ncN3jm3R/1108-T-80-BV-capt-and-later-destr-14-10-22.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/FRxyggb5/1039-T-80-BV-destr-16-04-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/bwzYVckS/1022-T-80-BV-destr-05-04-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/yd7t8ZW4/1101-T-80-BV-destr-04-03-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/wvFPyjst/1100-T-80-BV-destr-04-03-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/nrqtW2rK/1007-T-80-BV-destr-25-04-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/4xSQxyKP/1022-t80bv-destr-02-05-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/wvdJ1m9X/1049-T-80-BV-destr-01-05-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/wTHJDN5Z/1004-T-80-BV-destr-29-02-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/cJ622fhh/1032-T-80-BV-destr-03-08-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Z5Kf5fmz/1100-t80bv-destr-21-04-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/sfWZwxHB/1008-T-80-BV-destr-09-05-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/R00HRT29/1013-t80bv-destr-25-04-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/TYyWj6fn/1100-t80bv-destr-06-05-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/CK8qg9FT/1006-T-80-BV-destr-11-05-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/1RN4Q1ym/1000-T-80-BV-destr-16-05-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/hjNjdp1R/1009-T-80-BV-destr-03-05-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/RZGZRMLR/1012-T-80-BV-destr-18-05-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/fR4v7FSx/1010-T-80-BV-destr-25-05-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/brDQkHzC/1040-t80bv-destr-27-05-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/pLxVJNDJ/1010-unkn-t80-destr-23-11-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/527JLrjL/1038-T-80-BV-destr-02-06-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/qB5hFxtV/1019-T-80-BV-destr-01-06-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/RZwKxjCY/1102-T-80-BV-destr-08-06-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/W4QkDyzT/1060-Unknown-tank-destr-07-06-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/fbB2QY2W/1015-T-80-BV-destr-07-06-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/nhZfHYkq/1048-T-80-BV-destr-09-06-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/K8NS4kqw/1050-T-80-BV-destr-09-06-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/6QjkfsNh/1051-T-80-BV-destr-09-06-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/50XZPP4W/1052-T-80-BV-destr-09-06-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/0QhhhpjM/1053-T-80-BV-destr-09-06-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/XYTjcj7T/1045-T-80-BV-destr-11-06-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/2jv0F06S/1002-T-80-BV-destr-11-06-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/PxDBmcgf/1017-T-80-BV-destr-27-04-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/2yXFkc0K/1027-T-80-BV-destr-22-06-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/DZ1YW91j/1015-T-80-BV-destr-25-06-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/hvgZV2rS/1033-T-80-BV-destr-27-06-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Qt9YZ1H2/1005-t80bv2022-destr-04-07-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/503GdmYF/1016-T-80-BV-destr-09-07-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/J7kKQrqk/1106-T-80-BV-destr-14-07-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/bJ7fKh3d/1104-T-80-BV-destr-22-01-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/HsNzC9Mc/1043-T-80-BV-destr-13-07-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/x8xR8KFZ/1047-T-80-BV-destr-12-07-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/SNRd5vnb/1050-T-80-BV-destr-12-07-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/XqJfRr7k/1056-T-80-BV-destr-14-07-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/tTDdv3yg/1052-unkn-t80-destr-14-07-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Df1n8CbR/1011-t80bv-destr-29-02-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/wvLq2BxT/1100-T-80-BV-destr-05-03-25.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Bb8P9Lnc/1032-T-80-BV-destr-15-07-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/7L1jFJ6R/1041-T-80-BV-destr-19-07-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/T1bv9T7B/1033-T-80-BV-destr-25-07-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/N09Fz4Dg/1128-T-80-BV-destr-25-02-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/HW5DT4gP/1028-T-80-BV-destr-07-07-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/g04mvv9Y/1063-T-80-BV-destr-13-08-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/x8dM43XN/1020-T-80-BV-destr-18-08-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/zGs8FZkp/1101-t80bv-destr-19-05-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Gmzh6LtX/1104-t80bv-destr-25-05-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/gkd7gJk5/1034-T-80-BV-destr-31-08-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/FzFRg1Mx/1106-t80bv-destr-31-05-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/G3GHfszp/1021-T-80-BV-destr-05-09-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/yNpVh0YL/1073-T-80-BV-destr-15-09-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/6pyzkSLd/1013-T-80-BV-destr-21-09-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/vBdz6mRz/1028-T-80-BV-destr-21-09-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/66c0ywMr/1046-T-80-BV-destr-29-02-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/BZwmcknh/1100-t80bv-destr-19-09-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/FR7Rxt2B/1102-T-80-BV-destr-24-06-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/MGpwRh4f/1002-T-80-BV-destr-02-10-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/FK1NQkCf/1010-T-80-BV-destr-03-10-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/DwxnDP6k/1015-T-80-BV-destr-06-10-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/cCjny0Nf/1024-T-80-BV-destr-06-11-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/7hrk7sH7/1185-T-80-BV-destr-15-10-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/HWbHHgzt/1215-T-80-BV-destr-17-10-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/7L5WZ7RL/1035-T-80-BV-destr-14-10-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/tTW0X33g/1247-T-80-BV-destr-18-10-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/x82wqX53/1248-T-80-BV-destr-18-10-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Hn9fMTPD/1262-T-80-BV-destr-19-10-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/y6hqtT6Q/1265-T-80-BV-destr-19-10-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/k4nLqMRg/1036-T-64-BV-destr-22-07-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/LX9JNwhz/1329-T-80-BV-destr-20-09-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/sD9KyF0L/1063-T-80-BV-destr-24-10-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/T1n0pB2p/1050-T-80-BV-destr-25-10-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Y0T3LGMg/1041-T-80-BV-destr-26-10-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/g2bccFRc/1056-T-80-BV-destr-30-10-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/gjfz61TD/1049-T-80-BV-destr-05-04-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/2yqjyC2y/1030-T-80-BV-destr-31-10-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/R090d5Vp/1014-T-80-BV-destr-29-10-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/QCXBqvK5/1041-T-80-BV-destr-09-10-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/05fKN5hC/1042-T-80-BV-destr-03-11-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/T1CKNQns/1043-T-80-BV-destr-03-11-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/v8vqpv6t/1053-t80u-destr-15-05-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/fyN2CPR3/1033-T-80-BV-destr-06-11-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/G3QBmwF2/1035-T-80-BV-destr-01-11-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/BvyJs2P9/1006-T-80-BV-destr-13-11-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/FKZkFj4r/1048-T-80-BV-destr-31-08-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/7ZcJsBsJ/1104-T-80-BV-destr-12-11-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/yYLZ960P/1109-T-80-BV-destr-06-08-22.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/t4zqwkBf/1048-T-80-BV-destr-21-11-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/d0Hqt1Pj/1030-T-80-BV-destr-31-05-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/MHgqfkKc/1050-T-80-BV-destr-30-11-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/d3PYfXp3/1000-T-80-BV-destr-03-12-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/jj2tnyyx/1002-T-80-BV-destr-22-07-23.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/Kcg0ZJhy/1001-T-80-BV-destr-11-11-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/zBXJ9Scf/1014-T-80-BV-destr-31-05-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/76rYkkzZ/1100-T-80-BV-destr-13-10-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/159JsWnb/1033-T-80-BV-destr-06-01-25.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/m2k3MHmC/1025-T-80-BV-destr-19-05-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/T2Cqp9JT/1046-T-80-BV-destr-31-05-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/HWKysCTc/1026-T-80-BV-destr-20-12-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/SNcLQnGZ/1038-T-80-BV-destr-21-12-24.jpg
T-80BV,Tanks,destroyed,postimg,,False,https://i.postimg.cc/DfLccFCb/1100-T-80-BV-destr-23-09-24.jpg
